text	NE_begin	NE_end	NE_id	sentence	work title	Identifier	MiMoTextBase_ID	Wikidata	type
Galle_2016a	3752	3757	75398	14	Œuvre				Literary work
Galle_2016a	4047	4071	75140	16	Discours sur l’inégalité	L'Inegalite_Rousseau			WORK
Galle_2016a	4073	4104	75146	16	Essai sur l’origine des langues	Langues_Rousseau			WORK
Galle_2016a	4322	4327	75152	17	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Galle_2016a	4629	4648	75158	18	La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Galle_2016a	4927	4942	75164	18	Les Confessions	Confessions_Rousseau		Q1207595	WORK
Galle_2016a	4944	4972	75170	18	Quatre Lettres à Malesherbes	Malesherbes_Rousseau		Q3237048	WORK
Galle_2016a	4974	4982	75176	18	Rêveries	Reveries_Rousseau		Q129476	WORK
Galle_2016a	5105	5113	75182	18	Rêveries	Reveries_Rousseau		Q129476	WORK
Galle_2016a	6108	6113	75188	23	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Galle_2016a	10322	10330	75194	50	Discours	Sciences_Rousseau			WORK
Galle_2016a	12166	12171	75200	62	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Galle_2016a	12279	12287	75206	62	Discours	L'Inegalite_Rousseau			WORK
Galle_2016a	13166	13171	75212	66	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Galle_2016a	15537	15568	75218	77	Essai sur l’origine des langues	Langues_Rousseau			WORK
Galle_2016a	15826	15831	75224	82	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Galle_2016a	15963	15968	75230	82	Essai	Langues_Rousseau			WORK
Galle_2016a	16738	16743	75236	86	Essai	Langues_Rousseau			WORK
Galle_2016a	17320	17325	75242	87	Essai	Langues_Rousseau			WORK
Galle_2016a	17364	17372	75254	87	Discours	L'Inegalite_Rousseau			WORK
Galle_2016a	17400	17405	75248	87	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Galle_2016a	17512	17523	75260	88	Essai-Zitat	Langues_Rousseau			WORK
Galle_2016a	17657	17662	75266	88	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Galle_2016a	17788	17793	75272	89	Essai	Langues_Rousseau			WORK
Galle_2016a	17806	17811	75278	89	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Galle_2016a	19097	19102	75284	95	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Galle_2016a	19506	19511	75290	97	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Galle_2016a	21754	21769	75296	108	Robinson Crusoe	Crusoe_Defoe		Q483034	Literary work
Galle_2016a	22142	22157	75302	109	Robinson Crusoe	Crusoe_Defoe		Q483034	Literary work
Galle_2016a	24229	24248	75308	119	Lettre à d’Alembert	D'Alembert_Rousseau			WORK
Galle_2016a	24281	24326	75314	119	Considérations sur le Gouvernement de Pologne	Pologne_Rousseau			WORK
Galle_2016a	27815	27832	75320	134	Deuxième Dialogue	Juge_Rousseau		Q21055122	WORK
Galle_2016a	27871	27900	75326	134	Rousseau juge de Jean Jacques	Juge_Rousseau		Q21055122	WORK
Galle_2016a	29455	29463	75332	140	Discours	L'Inegalite_Rousseau			WORK
Galle_2016a	29481	29486	75338	140	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Galle_2016a	29797	29808	75344	141	Confessions	Confessions_Rousseau		Q1207595	WORK
Galle_2016a	30933	30953	75350	145	Lettre à Malesherbes	Malesherbes_Rousseau		Q3237048	WORK
Galle_2016a	31204	31232	75356	146	Julie ou La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Galle_2016a	31249	31257	75362	146	Rêveries	Reveries_Rousseau		Q129476	WORK
Galle_2016a	33239	33247	75368	154	Rêveries	Reveries_Rousseau		Q129476	WORK
Galle_2016a	33324	33329	75374	154	Œuvre				Literary work
Galle_2016a	33407	33415	75380	155	Rêveries	Reveries_Rousseau		Q129476	WORK
Galle_2016a	33866	33874	75386	157	Rêveries	Reveries_Rousseau		Q129476	WORK
Galle_2016a	33912	33920	75392	157	Discours	L'Inegalite_Rousseau			WORK
Kestner_2013b	1252	1273	401875	8	A Sentimental Journey	Journey_Sterne		Q768792	Literary work
Kestner_2013b	1329	1346	401881	8	Empfindsame Reise	Journey_Sterne		Q768792	Literary work
Kestner_2013b	3662	3710	401887	23	Hansers Sozialgeschichte der deutschen Literatur	Sozialgeschichte_Hanser			WORK
Kestner_2013b	13371	13411	401893	83	Clarissa, or the History of a Young Lady	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	13448	13476	401899	83	Julie ou La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	13509	13547	401905	83	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	14352	14392	401911	88	Clarissa, or the History of a Young Lady	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	14505	14531	401917	89	Pamela, or Virtue Rewarded	Pamela_Richardson		Q2048624	Literary work
Kestner_2013b	14685	14725	401923	89	Clarissa, or the History of a Young Lady	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	14776	14784	401929	90	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	34560	34568	401935	226	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	61373	61381	401941	432	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	64456	64464	401947	454	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	64865	64873	401953	456	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	64942	64950	401959	457	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	71250	71278	401965	503	Julie ou La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	71320	71328	401971	504	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	71378	71407	401977	504	Julie ou La Nouvelle Héloïse.	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	71409	71479	401983	505	Lettres de deux amants habitants d’une petite ville au pied des Alpes.	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	71621	71640	401989	507	La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	72628	72644	401995	511	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	72821	72830	402001	512	Clarissas	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	73975	73991	402007	523	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	74008	74016	402013	523	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	74609	74638	402019	528	La Transparence et l’obstacle	Transparence_Starobinski			WORK
Kestner_2013b	75107	75136	402025	531	Julie ou La Nouvelle Héloïse.	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	82093	82101	402031	577	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	82391	82399	402037	580	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	82404	82423	402043	580	La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	84300	84319	402049	591	La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	85343	85359	402055	597	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	98053	98072	402061	680	La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	101287	101303	402067	703	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	109977	109993	402073	754	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	110233	110249	402079	755	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	117102	117118	402085	804	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	122733	122741	402091	854	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	126536	126552	402097	877	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	129860	129876	402103	898	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	132108	132146	402109	911	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	132217	132255	402115	912	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	134412	134450	402121	924	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	134963	135001	402127	927	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	135084	135092	402133	927	Clarissa	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	143332	143370	402139	978	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	156400	156409	402145	1068	Clarissas	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	162745	162783	402151	1119	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	166676	166692	402157	1143	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	167304	167326	402163	1147	Fräulein von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	168807	168845	402169	1154	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	172301	172339	402175	1176	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	176367	176389	402181	1201	Fräulein von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	176400	176438	402187	1202	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	183289	183329	402193	1240	Clarissa, or the History of a Young Lady	Clarissa_Richardson		Q980534	Literary work
Kestner_2013b	183341	183369	402199	1240	Julie ou La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Kestner_2013b	183384	183422	402205	1240	Geschichte des Fräuleins von Sternheim	Sternheim_Roche		Q1517346	Literary work
Kestner_2013b	184040	184048	402211	1243	Clarissa	Clarissa_Richardson		Q980534	Literary work
Klinkert_2010b	92	105	398040	2	Scienza nuova	Scienza_Vico		Q6470817	WORK
Klinkert_2010b	428	496	398046	5	Principj di scienza nuova d’intorno alla comune natura delle nazioni	Scienza_Vico		Q6470817	WORK
Klinkert_2010b	8097	8107	398052	51	Aegyptiaca	Aegyptiaca_Witsius			WORK
Klinkert_2010b	8130	8145	398058	51	Canon chronicus	Canon_Marsham			WORK
Klinkert_2010b	8172	8183	398064	51	Dissertatio	Dissertatio_Spenser			WORK
Klinkert_2010b	16012	16025	398070	95	Scienza nuova	Scienza_Vico		Q6470817	WORK
Klinkert_2010b	16046	16141	398076	96	»Spiegazione della dipintura proposta al frontispizio, che serve per l’introduzione dell’opera«	Spiegazione_Vico			WORK
Klinkert_2010b	17514	17527	398082	103	Scienza nuova	Scienza_Vico		Q6470817	WORK
Klinkert_2010b	17539	17552	398088	104	Scienza nuova	Scienza_Vico		Q6470817	WORK
Klinkert_2010b	20326	20339	398094	130	Scienza nuova	Scienza_Vico		Q6470817	WORK
Klinkert_2010b	21328	21341	398100	138	Scienza nuova	Scienza_Vico		Q6470817	WORK
Klinkert_2010b	21631	21644	398106	142	Scienza nuova	Scienza_Vico		Q6470817	WORK
Klinkert_2010b	21905	21917	398112	144	Encyclopédie	Encyclopedie_Diderot			WORK
Klinkert_2010b	21951	22010	398118	145	Dictionnaire raisonné des sciences, des arts et des métiers	Encyclopedie_Diderot			WORK
Klinkert_2010b	27227	27248	398124	180	Discours préliminaire	Discours_d'Alembert			WORK
Klinkert_2010b	32535	32547	398130	208	Encyclopédie	Encyclopedie_Diderot			WORK
Klinkert_2010b	32718	32730	398136	209	Encyclopédie	Encyclopedie_Diderot			WORK
Klinkert_2010b	33142	33158	398142	211	Lettres persanes	Persanes_Montesquieu		Q1050479	Literary work
Klinkert_2010b	33222	33240	398148	211	Le temple de Gnide	Temple_Montesquieu		Q2898333	Literary work
Klinkert_2010b	33294	33371	398154	211	Considérations sur les causes de la grandeur des romains et de leur décadence	Romains_Montesquieu			WORK
Klinkert_2010b	33401	33421	398160	211	De l’esprit des lois	L'Esprit_Montesquieu			WORK
Klinkert_2010b	33483	33505	398166	212	Le siècle de Louis XIV	Louis_Voltaire			WORK
Klinkert_2010b	33537	33542	398172	212	Zadig	Zadig_Voltaire		Q140057	Literary work
Klinkert_2010b	33544	33551	398178	212	Candide	Candide_Voltaire	Q1022	Q215894	Literary work
Klinkert_2010b	33553	33561	398184	212	L’ingénu	L'Ingenu_Voltaire	Q1622	Q1985932	Literary work
Klinkert_2010b	33579	33585	398190	212	Mérope	Merope_Voltaire		Q3333324	Literary work
Klinkert_2010b	33587	33594	398196	212	Mahomet	Fanatisme_Voltaire		Q1431518	Literary work
Klinkert_2010b	33630	33652	398202	212	Lettres philosophiques	Philosophiques_Voltaire			WORK
Klinkert_2010b	33654	33673	398208	212	Essai sur les mœurs	Moeurs_Voltaire			WORK
Klinkert_2010b	33769	33784	398214	212	L’affaire Calas	Tolerance_Voltaire			WORK
Klinkert_2010b	33874	33886	398220	213	Encyclopédie	Encyclopedie_Diderot			WORK
Klinkert_2010b	33988	34003	398226	214	Le fils naturel	Fils_Diderot	Q2328	Q3222842	Literary work
Klinkert_2010b	34005	34023	398232	214	Le père de famille	Pere_Diderot		Q3226137	Literary work
Klinkert_2010b	34025	34055	398238	214	Entretiens sur le fils naturel	Fils_Diderot	Q2328	Q3222842	WORK
Klinkert_2010b	34089	34110	398244	214	Les bijoux indiscrets	Bijoux_Diderot		Q1218663	Literary work
Klinkert_2010b	34112	34125	398250	214	La religieuse	Religieuse_Diderot	Q1089	Q1209658	Literary work
Klinkert_2010b	34127	34145	398256	214	Le neveu de Rameau	Neveu_Diderot		Q1336786	Literary work
Klinkert_2010b	34147	34181	398262	214	Jacques le fataliste et son maître	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	34230	34253	398268	214	Lettre sur les aveugles	Aveugles_Diderot			WORK
Klinkert_2010b	34255	34291	398274	214	Supplément au voyage de Bougainville	Supplement_Diderot	Q1091	Q1765222	WORK
Klinkert_2010b	34398	34406	398280	215	Discours	Sciences_Rousseau			WORK
Klinkert_2010b	34447	34452	398286	215	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Klinkert_2010b	34496	34517	398292	215	Encyclopédie-Artikeln	Encyclopedie_Diderot			WORK
Klinkert_2010b	34554	34571	398298	215	Du contrat social	Contrat_Rousseau			WORK
Klinkert_2010b	34606	34635	398304	215	Julie, ou La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Klinkert_2010b	34667	34682	398310	215	Les confessions	Confessions_Rousseau		Q1207595	WORK
Klinkert_2010b	34684	34713	398316	215	Rousseau juge de Jean-Jacques	Juge_Rousseau		Q21055122	WORK
Klinkert_2010b	34715	34750	398322	215	Les rêveries du promeneur solitaire	Reveries_Rousseau		Q129476	WORK
Klinkert_2010b	35643	35663	398328	221	De l’esprit des lois	L'Esprit_Montesquieu			WORK
Klinkert_2010b	38633	38653	398334	244	De l’esprit des lois	L'Esprit_Montesquieu			WORK
Klinkert_2010b	43455	43503	398340	270	Science de la transpiration en médecine statique	Transpiration_Santori			WORK
Klinkert_2010b	45342	45372	398346	280	Lettre sur les sourds et muets	Sourds_Diderot			WORK
Klinkert_2010b	46851	46869	398352	288	Histoire naturelle	Histoire_Buffon		Q3138032	WORK
Klinkert_2010b	48853	48875	398358	299	Lettres philosophiques	Philosophiques_Voltaire			WORK
Klinkert_2010b	48877	48903	398364	299	Dictionnaire philosophique	Dictionnaire_Voltaire			WORK
Klinkert_2010b	48905	48927	398370	299	Pensées philosophiques	Pensees_Diderot			WORK
Klinkert_2010b	48929	48959	398376	299	La philosophie dans le boudoir	Boudoir_Sade	Q1086	Q1215417	WORK
Klinkert_2010b	49962	49999	398382	304	Discours sur les sciences et les arts	Sciences_Rousseau			WORK
Klinkert_2010b	50443	50454	398388	307	Confessions	Confessions_Rousseau		Q1207595	WORK
Klinkert_2010b	50551	50574	398394	308	Lettre sur les aveugles	Aveugles_Diderot			WORK
Klinkert_2010b	50859	50876	398400	311	Mercure de France	Mercure_Collectif			WORK
Klinkert_2010b	51741	51752	398406	321	Confessions	Confessions_Rousseau		Q1207595	WORK
Klinkert_2010b	55407	55422	398418	350	ersten Discours	Sciences_Rousseau			WORK
Klinkert_2010b	55579	55595	398412	352	zweiten Discours	L'Inegalite_Rousseau			WORK
Klinkert_2010b	55663	55735	398424	353	Discours sur l’origine et les fondements de l’inégalité parmi les hommes	L'Inegalite_Rousseau			WORK
Klinkert_2010b	55939	55947	398430	354	Discours	L'Inegalite_Rousseau			WORK
Klinkert_2010b	58397	58413	398436	367	zweiten Discours	L'Inegalite_Rousseau			WORK
Klinkert_2010b	61969	61986	398442	394	Lettre à Voltaire	Providence_Rousseau			WORK
Klinkert_2010b	62038	62054	398448	394	zweiten Discours	L'Inegalite_Rousseau			WORK
Klinkert_2010b	75484	75492	398454	480	Discours	Sciences_Rousseau			WORK
Klinkert_2010b	75524	75540	398460	480	Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Klinkert_2010b	75549	75554	398466	480	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Klinkert_2010b	75568	75582	398472	480	Contrat social	Contrat_Rousseau			WORK
Klinkert_2010b	75726	75742	398478	482	zweiten Discours	L'Inegalite_Rousseau			WORK
Klinkert_2010b	76891	76906	398484	488	ersten Discours	Sciences_Rousseau			WORK
Klinkert_2010b	77253	77269	398490	492	zweiten Discours	L'Inegalite_Rousseau			WORK
Klinkert_2010b	85595	85610	398496	557	zweite Discours	L'Inegalite_Rousseau			WORK
Klinkert_2010b	86868	86873	398502	566	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Klinkert_2010b	89081	89086	398508	589	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Klinkert_2010b	92113	92118	398514	611	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Klinkert_2010b	92612	92617	398520	614	Émile	Emile_Rousseau	Q1027	Q913599	Literary work
Klinkert_2010b	92675	92709	398526	614	Émile et Sophie, ou les Solitaires	Sophie_Rousseau		Q19167715	Literary work
Klinkert_2010b	93188	93225	398532	618	Entretien entre d’Alembert et Diderot	D'Alembert_Diderot			WORK
Klinkert_2010b	93230	93250	398538	618	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	93280	93289	398544	619	Entretien	D'Alembert_Diderot			WORK
Klinkert_2010b	93313	93350	398550	620	Entretien entre d'Alembert et Diderot	D'Alembert_Diderot			WORK
Klinkert_2010b	93446	93471	398556	620	Correspondance littéraire	Correspondance_Diderot			WORK
Klinkert_2010b	93789	93798	398562	622	Entretien	D'Alembert_Diderot			WORK
Klinkert_2010b	94499	94517	398568	627	Rêve de d’Alembert	Reve_Diderot		Q3226802	WORK
Klinkert_2010b	95502	95522	398574	632	Suite de l’Entretien	Suite_Diderot			WORK
Klinkert_2010b	122258	122276	398580	821	Rêve de d’Alembert	Reve_Diderot		Q3226802	WORK
Klinkert_2010b	126808	126820	398586	863	Encyclopédie	Encyclopedie_Diderot			WORK
Klinkert_2010b	128984	129004	398592	882	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	129238	129258	398598	883	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	129539	129558	398604	885	Éloge de Richardson	Eloge_Diderot			WORK
Klinkert_2010b	130061	130077	398610	888	Lettres persanes	Persanes_Montesquieu		Q1050479	WORK
Klinkert_2010b	130089	130096	398616	888	Candide	Candide_Voltaire	Q1022	Q215894	Literary work
Klinkert_2010b	130871	130891	398622	893	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	130923	130930	398634	894	Jacques	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	131063	131070	398628	895	Jacques	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	136424	136440	398640	934	Lettres persanes	Persanes_Montesquieu		Q1050479	WORK
Klinkert_2010b	136442	136447	398646	934	Zadig	Zadig_Voltaire		Q140057	Literary work
Klinkert_2010b	136449	136456	398652	934	Candide	Candide_Voltaire	Q1022	Q215894	Literary work
Klinkert_2010b	136458	136477	398658	934	La Nouvelle Héloïse	Julie_Rousseau	Q1429	Q129289	Literary work
Klinkert_2010b	136479	136499	398664	934	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	136729	136749	398670	936	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	137112	137146	398676	939	Jacques le fataliste et son maître	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	137353	137378	398682	941	Correspondance littéraire	Correspondance_Diderot			WORK
Klinkert_2010b	144129	144149	398688	1014	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	149472	149478	398694	1056	Poetik	Poetik_Aristoteles		Q264714	WORK
Klinkert_2010b	150537	150557	398700	1063	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	151638	151658	398712	1067	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	151765	151777	398706	1068	Encyclopédie	Encyclopedie_Diderot			WORK
Klinkert_2010b	152093	152113	398718	1069	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	154320	154340	398724	1084	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	158404	158424	398730	1120	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	158537	158548	398736	1120	Don Quijote	Quixote_Cervantes		Q480	Literary work
Klinkert_2010b	158565	158580	398742	1120	Tristram Shandy	Tristram_Sterne		Q1164083	Literary work
Klinkert_2010b	159303	159323	398748	1126	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	161463	161500	398754	1137	Entretien entre d’Alembert et Diderot	D'Alembert_Diderot			WORK
Klinkert_2010b	161813	161833	398766	1139	Zadig ou la destinée	Zadig_Voltaire		Q140057	Literary work
Klinkert_2010b	161835	161857	398772	1139	Candide ou l’optimisme	Candide_Voltaire	Q1022	Q215894	Literary work
Klinkert_2010b	161868	161888	398760	1139	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Klinkert_2010b	169147	169167	398778	1207	Jacques le fataliste	Fataliste_Diderot	Q1088	Q945216	Literary work
Loos_1959a	127	150	108290	3	Ceci n’est pas un conte	Conte_Diderot		Q2943673	Literary work
Loos_1959a	1153	1176	108296	7	Ceci n’est pas un conte	Conte_Diderot		Q2943673	Literary work
Loos_1959a	1616	1639	108302	9	Ceci n’est pas un conte	Conte_Diderot		Q2943673	Literary work
Loos_1959a	4528	4559	108308	21	Traité sur l’origine des romans	Romans_Huet			WORK
Loos_1959a	6481	6502	108314	31	Princesse de Babylone	Princesse_Voltaire	Q1668	Q3211934	Literary work
Loos_1959a	7160	7181	108320	37	contes philosophiques	N/A			Literary genre
Loos_1959a	7580	7611	108326	39	Romans et Contes philosophiques	Romans_Voltaire			WORK
Loos_1959a	8095	8114	108332	43	Li Contes del Graal	Perceval_Troyes		Q1335337	Literary work
Loos_1959a	9517	9553	108338	52	Dictionnaire de P Académie Française	Dictionnaire_Academie		Q2428961	WORK
Loos_1959a	11798	11825	108344	67	Contes et nouvelles en vers	Contes_LaFontaine		Q5165141	Literary work
Loos_1959a	13135	13148	108350	73	Roman comique	Roman_Scarron		Q3226612	Literary work
Loos_1959a	13172	13191	108356	73	Histoire de VAmante	Roman_Scarron		Q3226612	Literary work
Loos_1959a	13547	13574	108362	76	Contes et nouvelles en vers	Contes_LaFontaine		Q5165141	Literary work
Loos_1959a	13784	13792	108368	79	Préfaces	Contes_LaFontaine		Q5165141	Literary work
Loos_1959a	16596	16615	108374	97	Contes et nouvelles	Contes_LaFontaine		Q5165141	Literary work
Loos_1959a	17525	17546	108380	102	Contes du temps passé	L'Oye_Perrault		Q5104112	Literary work
Loos_1959a	17553	17575	108386	102	Contes de ma mère Foie	L'Oye_Perrault		Q5104112	Literary work
Loos_1959a	17619	17633	108392	102	Contes de fées	L'Oye_Perrault		Q5104112	Literary work
Loos_1959a	18849	18855	108398	107	contes	L'Oye_Perrault		Q5104112	Literary work
Loos_1959a	19418	19434	108404	110	Cabinet des Fées	Fees_Mayer		Q3220707	Literary work
Loos_1959a	19824	19859	108410	111	Dictionnaire historique et critique	Dictionnaire_Bayle			WORK
Loos_1959a	19914	19921	108416	111	Nidhard	Dictionnaire_Bayle			WORK
Loos_1959a	19968	19982	108422	112	contes de fées				Literary work
Loos_1959a	20494	20508	108428	116	contes de fées				Literary work
Loos_1959a	21494	21508	108434	122	contes de fées				Literary work
Loos_1959a	21829	21843	108440	125	contes de fées				Literary work
Loos_1959a	22373	22387	108446	129	contes de fées				Literary work
Loos_1959a	22677	22691	108452	131	contes de fées				Literary work
Loos_1959a	23541	23547	108464	137	contes				Literary work
Loos_1959a	23663	23669	108470	138	contes				Literary work
Loos_1959a	23743	23749	108458	139	contes				Literary work
Loos_1959a	24293	24299	108476	143	contes				Literary work
Loos_1959a	24852	24917	108482	146	Cosi-Sancta, Un petit mal pour un grand bien (Nouvelle africaine)	Cosi_Voltaire		Q2998231	Literary work
Loos_1959a	25461	25475	108488	151	contes de fées				Literary work
Loos_1959a	25924	25930	108494	152	contes				Literary work
Loos_1959a	29213	29227	108500	173	contes de fées				Literary work
Loos_1959a	29703	29721	108512	176	Mille et une nuits	Mille_Collectif		Q8258	Literary work
Loos_1959a	30673	30691	108506	184	Mille et une nuits	Mille_Collectif		Q8258	
Loos_1959a	32195	32211	108518	194	Mille et un jour	Mille_Collectif		Q8258	Literary work
Loos_1959a	33142	33169	108524	198	Avertissement du Traducteur	Mille_Collectif		Q8258	WORK
Loos_1959a	33671	33677	108530	201	contes				Literary work
Loos_1959a	35013	35031	108536	209	Le Temple de Gnide	Temple_Montesquieu			Literary work
Loos_1959a	35037	35058	108542	209	Préface du traducteur	Temple_Montesquieu			WORK
Loos_1959a	35176	35192	108548	210	Lettres Persanes	Persanes_Montesquieu		Q1050479	Literary work
Loos_1959a	36659	36675	108554	220	Contes de féerie	Contes_Hamilton		Q107289309	Literary work
Loos_1959a	37521	37537	108560	225	Contes de féerie	Contes_Hamilton		Q107289309	Literary work
Loos_1959a	39542	39550	108566	236	Le Sopha	Sopha_Crebillon		Q3227311	Literary work
Loos_1959a	40790	40796	108572	244	contes				Literary work
Loos_1959a	41143	41149	108578	246	contes				Literary work
Loos_1959a	42173	42190	108584	251	Bijoux indiscrets	Bijoux_Diderot		Q1218663	Literary work
Loos_1959a	43448	43454	108602	259	contes				Literary work
Loos_1959a	43619	43636	108590	261	Bijoux indiscrets	Bijoux_Diderot		Q1218663	Literary work
Loos_1959a	44028	44034	108596	264	contes	Contes_Voltaire			WORK
Loos_1959a	44038	44081	108608	265	Le monde comme il va ou le vision de Babouc	Monde_Voltaire		Q3224656	Literary work
Loos_1959a	44086	44106	108614	265	Zadig ou la Destinée	Zadig_Voltaire		Q140057	Literary work
Loos_1959a	45486	45492	108626	274	contes				Literary work
